Sede;Nit;"Razón Social";Radicado;Factura;"Fecha Radicación";"Valor Factura";"Total Glosado";"Total a Favor";"Total en Contra";"Pendiente por Resolver"
CAQUETA;813001952;"CLINICA MEDILASER S.A.";15258;"F1  0000231485";03/01/2011;48926,00;16409,00;16409,00;0,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";15258;"F1  0000229751";03/01/2011;157459,00;109132,00;39745,00;69387,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";15258;"F1  0000231993";03/01/2011;85752,00;2382,00;2382,00;0,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";15258;"F1  0000231682";03/01/2011;92885,00;52742,00;20008,00;32734,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";15258;"F1  0000230775";03/01/2011;84533,00;5382,00;3432,00;1950,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";15258;"F1  0000229863";03/01/2011;44742,00;2382,00;2382,00;0,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";15258;"F1  0000231568";03/01/2011;144625,00;93861,00;59580,00;34281,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";15258;"F1  0000231617";03/01/2011;119591,00;13993,00;13993,00;0,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";15258;"F1  0000231992";03/01/2011;32069,00;2382,00;2382,00;0,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";15258;"F1  0000231919";03/01/2011;92240,00;11611,00;11611,00;0,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";15258;"F1  0000232215";03/01/2011;13668,00;13668,00;4784,00;8884,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";15258;"F1  0000230414";03/01/2011;62335,00;8382,00;8382,00;0,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";15258;"F1  0000232219";03/01/2011;13668,00;13668,00;4784,00;8884,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";15258;"F1  0000227785";03/01/2011;48511,00;2382,00;2382,00;0,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";15258;"F1  0000230815";03/01/2011;215021,00;157728,00;55205,00;102523,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";15258;"F1  0000231708";03/01/2011;29949,00;2382,00;2382,00;0,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";15258;"F1  0000232867";03/01/2011;286487,00;138271,00;49943,00;88328,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";15259;"F1  0000228396";03/01/2011;302320,00;19460,00;12050,00;7410,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";15259;"F1  0000230937";03/01/2011;13668,00;13668,00;4784,00;8884,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";15259;"F1  0000229618";03/01/2011;801937,00;690670,00;690670,00;0,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";15259;"F1  0000230286";03/01/2011;45820,00;3000,00;1050,00;1950,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";15259;"F1  0000230462";03/01/2011;42880,00;15522,00;5433,00;10089,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";15259;"F1  0000227742";03/01/2011;15788,00;15788,00;5526,00;10262,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";15259;"F1  0000230354";03/01/2011;20608,00;20608,00;7213,00;13395,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";15259;"F1  0000224628";03/01/2011;142146,00;56694,00;19843,00;36851,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";15259;"F1  0000227603";03/01/2011;41010,00;2850,00;998,00;1852,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";15259;"F1  0000228890";03/01/2011;17668,00;17668,00;6184,00;11484,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";15259;"F1  0000230518";03/01/2011;67303,00;3000,00;1050,00;1950,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";15259;"F1  0000227563";03/01/2011;164349,00;6840,00;6840,00;0,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";15259;"F1  0000228291";03/01/2011;218041,00;146328,00;73164,00;73164,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";15259;"F1  0000228511";03/01/2011;15788,00;15788,00;5526,00;10262,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";15259;"F1  0000229877";03/01/2011;69140,00;25785,00;9025,00;16760,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";15259;"F1  0000231211";03/01/2011;15928,00;15298,00;4945,00;10353,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";15259;"F1  0000229246";03/01/2011;97538,00;55740,00;23006,00;32734,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";15259;"F1  0000228306";03/01/2011;282697,00;65460,00;32804,00;32656,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";15259;"F1  0000229458";03/01/2011;55577,00;3000,00;1050,00;1950,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";15259;"F1  0000228180";03/01/2011;528881,00;198270,00;123897,00;74373,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";15259;"F1  0000230397";03/01/2011;31949,00;31949,00;227,00;31722,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";15259;"F1  0000230723";03/01/2011;110128,00;54630,00;19121,00;35509,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";15259;"F1  0000226142";03/01/2011;598457,00;52080,00;38040,00;14040,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";15259;"F1  0000227969";03/01/2011;110439,00;28159,00;9856,00;18303,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";15259;"F1  0000227218";03/01/2011;149413,00;76752,00;26863,00;49889,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";15259;"F1  0000228445";03/01/2011;2450,00;2450,00;2450,00;0,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";15259;"F1  0000229764";03/01/2011;15788,00;15788,00;5526,00;10262,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";15259;"F1  0000227589";03/01/2011;33871,00;33871,00;11855,00;22016,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";15259;"F1  0000228536";03/01/2011;98783,00;2000,00;700,00;1300,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";15259;"F1  0000229929";03/01/2011;522107,00;21980,00;21980,00;0,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";15259;"F1  0000230430";03/01/2011;177075,00;29290,00;13905,00;15385,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";15259;"F1  0000223603";03/01/2011;186669,00;79292,00;27752,00;51540,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";15259;"F1  0000228002";03/01/2011;255800,00;39290,00;39290,00;0,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";15259;"F1  0000228561";03/01/2011;32144,00;32144,00;11250,00;20894,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";15259;"F1  0000230251";03/01/2011;17668,00;3290,00;3290,00;0,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";15259;"F1  0000231228";03/01/2011;36254,00;36254,00;12689,00;23565,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";15259;"F1  0000226944";03/01/2011;298456,00;52580,00;19846,00;32734,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";15259;"F1  0000230284";03/01/2011;17068,00;17068,00;5974,00;11094,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";15259;"F1  0000227280";03/01/2011;137779,00;41000,00;14350,00;26650,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";15259;"F1  0000231115";03/01/2011;32807,00;3290,00;3290,00;0,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";15259;"F1  0000228553";03/01/2011;23978,00;23978,00;8392,00;15586,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";15259;"F1  0000228878";03/01/2011;53808,00;6280,00;2198,00;4082,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";15259;"F1  0000229736";03/01/2011;132733,00;1360,00;1360,00;0,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";15259;"F1  0000228248";03/01/2011;342048,00;179801,00;88102,00;91699,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";15259;"F1  0000229933";03/01/2011;99410,00;38000,00;13300,00;24700,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";15259;"F1  0000227272";03/01/2011;249054,00;69206,00;26816,00;42390,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";15259;"F1  0000230239";03/01/2011;15688,00;15688,00;5491,00;10197,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";15259;"F1  0000229574";03/01/2011;133201,00;60413,00;21145,00;39268,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";15259;"F1  0000228595";03/01/2011;13668,00;13668,00;4784,00;8884,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";15259;"F1  0000228592";03/01/2011;133401,00;133401,00;46690,00;86711,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";15259;"F1  0000229936";03/01/2011;655154,00;17740,00;17740,00;0,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";15259;"F1  0000229156";03/01/2011;17788,00;17788,00;6226,00;11562,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";15259;"F1  0000227716";03/01/2011;169562,00;47587,00;11406,00;36181,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";15259;"F1  0000227714";03/01/2011;30089,00;30089,00;0,00;30089,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";15259;"F1  0000231422";03/01/2011;122074,00;13780,00;13780,00;0,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";15259;"F1  0000226761";03/01/2011;83338,00;36593,00;12808,00;23785,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";15259;"F1  0000228388";03/01/2011;283595,00;39280,00;13748,00;25532,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";15259;"F1  0000229552";03/01/2011;22408,00;22408,00;7843,00;14565,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";15259;"F1  0000229610";03/01/2011;674875,00;75708,00;66824,00;8884,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";15259;"F1  0000229802";03/01/2011;156382,00;156382,00;54734,00;101648,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";15259;"F1  0000229769";03/01/2011;48996,00;4620,00;1617,00;3003,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";15259;"F1  0000229019";03/01/2011;87623,00;49843,00;5490,00;44353,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";15349;"F1  0000239047";20/01/2011;3040180,00;233860,00;81851,00;152009,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";15350;"F1  0000238682";20/01/2011;46168,00;11611,00;11611,00;0,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";15350;"F1  0000238125";20/01/2011;109853,00;16632,00;4100,00;12532,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";15350;"F1  0000238402";20/01/2011;74904,00;13761,00;0,00;13761,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";15350;"F1  0000238000";20/01/2011;115071,00;13993,00;13993,00;0,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";15350;"F1  0000233916";20/01/2011;102535,00;36342,00;14268,00;22074,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";15350;"F1  0000237576";20/01/2011;182199,00;2382,00;2382,00;0,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";15350;"F1  0000237158";20/01/2011;63417,00;13993,00;13993,00;0,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";15350;"F1  0000236011";20/01/2011;444376,00;2382,00;2382,00;0,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";15350;"F1  0000239138";20/01/2011;725711,00;503532,00;170236,00;333296,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";15350;"F1  0000239125";20/01/2011;93413,00;16589,00;16589,00;0,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";15350;"F1  0000238679";20/01/2011;50614,00;11611,00;11611,00;0,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";15350;"F1  0000235124";20/01/2011;121956,00;13993,00;13993,00;0,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";15350;"F1  0000238422";20/01/2011;110731,00;40382,00;15682,00;24700,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";15350;"F1  0000238236";20/01/2011;86016,00;35722,00;14051,00;21671,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";15350;"F1  0000238914";20/01/2011;56594,00;13993,00;13993,00;0,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";15350;"F1  0000238754";20/01/2011;458101,00;322766,00;162574,00;160192,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";15350;"F1  0000235082";20/01/2011;316444,00;55989,00;13993,00;41996,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";15350;"F1  0000235494";20/01/2011;65501,00;1847,00;1847,00;0,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";15350;"F1  0000238759";20/01/2011;14908,00;14908,00;5218,00;9690,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";15350;"F1  0000238830";20/01/2011;125812,00;91649,00;42860,00;48789,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";15350;"F1  0000239110";20/01/2011;104626,00;24443,00;24443,00;0,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";15350;"F1  0000239115";20/01/2011;18188,00;18188,00;6366,00;11822,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";15350;"F1  0000238238";20/01/2011;128425,00;128425,00;44949,00;83476,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";15350;"F1  0000239153";20/01/2011;17808,00;17808,00;6233,00;11575,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";15350;"F1  0000234966";20/01/2011;155168,00;96005,00;35150,00;60855,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";15350;"F1  0000239213";20/01/2011;164733,00;88240,00;30884,00;57356,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";15350;"F1  0000238457";20/01/2011;105862,00;64233,00;31577,00;32656,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";15350;"F1  0000238025";20/01/2011;186873,00;13993,00;13993,00;0,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";15350;"F1  0000235469";20/01/2011;213766,00;27989,00;16296,00;11693,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";15350;"F1  0000239256";20/01/2011;272246,00;33342,00;13218,00;20124,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";15350;"F1  0000237978";20/01/2011;187743,00;149499,00;52325,00;97174,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";15350;"F1  0000238729";20/01/2011;116354,00;44418,00;24294,00;20124,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";15350;"F1  0000238383";20/01/2011;390947,00;345567,00;169328,00;176239,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";15350;"F1  0000236736";20/01/2011;104905,00;33342,00;13218,00;20124,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";15350;"F1  0000235539";20/01/2011;134728,00;134728,00;47155,00;87573,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";15350;"F1  0000238090";20/01/2011;84455,00;11611,00;11611,00;0,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";15350;"F1  0000238049";20/01/2011;56355,00;11382,00;11382,00;0,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";15350;"F1  0000238121";20/01/2011;60223,00;2382,00;2382,00;0,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";15350;"F1  0000235358";20/01/2011;170203,00;82489,00;37967,00;44522,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";15350;"F1  0000236840";20/01/2011;135496,00;102698,00;37145,00;65553,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";15350;"F1  0000238241";20/01/2011;1000266,00;34893,00;21308,00;13585,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";15350;"F1  0000238983";20/01/2011;102190,00;17946,00;7829,00;10117,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";15350;"F1  0000238826";20/01/2011;240169,00;176019,00;61607,00;114412,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";15350;"F1  0000238611";20/01/2011;85940,00;19280,00;12532,00;6748,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";15350;"F1  0000238989";20/01/2011;429724,00;136811,00;47884,00;88927,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";15350;"F1  0000238901";20/01/2011;492008,00;2382,00;2382,00;0,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";15350;"F1  0000235857";20/01/2011;232376,00;2382,00;2382,00;0,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";15350;"F1  0000237462";20/01/2011;1164008,00;449537,00;292199,00;157338,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";15350;"F1  0000238072";20/01/2011;70236,00;70236,00;24583,00;45653,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";15350;"F1  0000239074";20/01/2011;93978,00;25393,00;17983,00;7410,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";15350;"F1  0000235654";20/01/2011;438235,00;121854,00;51744,00;70110,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";15350;"F1  0000238373";20/01/2011;53393,00;53393,00;18688,00;34705,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";15350;"F1  0000238156";20/01/2011;75643,00;2382,00;2382,00;0,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";15350;"F1  0000237667";20/01/2011;569361,00;380050,00;133018,00;247032,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";15350;"F1  0000238564";20/01/2011;105471,00;57567,00;21397,00;36170,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";15350;"F1  0000236181";20/01/2011;336905,00;2382,00;2382,00;0,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";15350;"F1  0000237378";20/01/2011;117915,00;62671,00;21935,00;40736,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";15350;"F1  0000237204";20/01/2011;133039,00;54026,00;20457,00;33569,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";15350;"F1  0000236164";20/01/2011;363738,00;20009,00;0,00;20009,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";15350;"F1  0000238424";20/01/2011;1653316,00;1534687,00;767344,00;767343,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";15350;"F1  0000236376";20/01/2011;108284,00;8280,00;618,00;7662,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";15350;"F1  0000237564";20/01/2011;205263,00;31396,00;20084,00;11312,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";15350;"F1  0000239001";20/01/2011;70132,00;13458,00;13458,00;0,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";15350;"F1  0000238866";20/01/2011;207506,00;77994,00;36393,00;41601,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";15350;"F1  0000238746";20/01/2011;142538,00;56353,00;28819,00;27534,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";15350;"F1  0000238961";20/01/2011;124328,00;44953,00;24829,00;20124,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";15350;"F1  0000239079";20/01/2011;233592,00;14112,00;6488,00;7624,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";15350;"F1  0000236037";20/01/2011;392280,00;37222,00;14576,00;22646,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";15350;"F1  0000238485";20/01/2011;729837,00;20009,00;0,00;20009,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";15350;"F1  0000238819";20/01/2011;49026,00;16589,00;16589,00;0,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";15350;"F1  0000239048";20/01/2011;89060,00;13247,00;5837,00;7410,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";15350;"F1  0000235584";20/01/2011;162720,00;162720,00;56952,00;105768,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";15350;"F1  0000238685";20/01/2011;59101,00;12020,00;4207,00;7813,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";15350;"F1  0000235853";20/01/2011;126860,00;126860,00;44401,00;82459,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";15350;"F1  0000236003";20/01/2011;170653,00;40382,00;15682,00;24700,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";15350;"F1  0000239020";20/01/2011;159866,00;29661,00;10381,00;19280,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";15350;"F1  0000236711";20/01/2011;39051,00;2382,00;2382,00;0,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";15350;"F1  0000236987";20/01/2011;44345,00;2382,00;2382,00;0,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";15350;"F1  0000238895";20/01/2011;330064,00;120208,00;50821,00;69387,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";15350;"F1  0000236740";20/01/2011;84858,00;2382,00;2382,00;0,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";15350;"F1  0000235047";20/01/2011;95738,00;13993,00;13993,00;0,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";15350;"F1  0000238766";20/01/2011;298949,00;81682,00;29789,00;51893,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";15350;"F1  0000238646";20/01/2011;38397,00;2382,00;2382,00;0,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";15350;"F1  0000239193";20/01/2011;112180,00;60500,00;21175,00;39325,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";15350;"F1  0000238400";20/01/2011;453624,00;2382,00;2382,00;0,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";15350;"F1  0000239087";20/01/2011;211807,00;147068,00;51474,00;95594,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";15350;"F1  0000235357";20/01/2011;25785,00;25785,00;9025,00;16760,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";15350;"F1  0000239248";20/01/2011;195175,00;2382,00;2382,00;0,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";15350;"F1  0000238417";20/01/2011;39780,00;39780,00;13953,00;25827,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";15350;"F1  0000236566";20/01/2011;78372,00;13993,00;13993,00;0,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";15350;"F1  0000237517";20/01/2011;221889,00;116810,00;49979,00;66831,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";15350;"F1  0000239005";20/01/2011;154247,00;97693,00;43288,00;54405,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";15350;"F1  0000238608";20/01/2011;154602,00;59831,00;50947,00;8884,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";15352;"F1  0000237668";20/01/2011;533430,00;77160,00;20130,00;57030,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";15352;"F1  0000235488";20/01/2011;68400,00;30400,00;30400,00;0,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";15352;"F1  0000235656";20/01/2011;129580,00;82460,00;0,00;82460,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";15352;"F1  0000234875";20/01/2011;282320,00;28570,00;0,00;28570,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";15352;"F1  0000236582";20/01/2011;3472000,00;295200,00;295200,00;0,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";15352;"F1  0000237090";20/01/2011;215350,00;154500,00;0,00;154500,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";15352;"F1  0000238532";20/01/2011;4619730,00;431700,00;115200,00;316500,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";15352;"F1  0000235843";20/01/2011;1429950,00;485880,00;23910,00;461970,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";15352;"F1  0000238488";20/01/2011;5826820,00;374100,00;0,00;374100,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";15353;"F1  0000235011";01/01/2011;1582880,00;950053,00;380021,00;570032,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";15353;"F1  0000238943";01/01/2011;6855802,00;1633835,00;653534,00;980301,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";15353;"F1  0000236572";01/01/2011;3091112,00;821851,00;328740,00;493111,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";15353;"F1  0000235842";01/01/2011;14962476,00;5908644,00;2068025,00;3840619,00;0,00
